tasks,method,journal,label,field,field2,rjournal,ryear,rdoi,jid,type,year,wos_doi,arxiv_id,lag
[],[],mis quarterly,0.0,"['Medicine', 'Computer Science']",['Medicine'],"Sensors (Basel, Switzerland)",2019.0,10.3390/s19102361,7.0,Article,2022.0,10.25300/misq/2022/15763,,3.0
"['object-detection', 'Object Detection']","['Average Pooling', 'Concatenated Skip Connection', 'Grouped Convolution', 'Softmax', 'Dense Connections', 'DPN Block', 'DPN', 'RPN', 'Soft-NMS', 'Position-Sensitive RoI Pooling', 'R-FCN', 'Deformable Convolution', 'SNIP', 'Residual Connection', 'ReLU', '1x1 Convolution', 'Batch Normalization', 'Bottleneck Residual Block', 'Global Average Pooling', 'Residual Block', 'Kaiming Initialization', 'Max Pooling', 'Convolution', 'ResNet']",international journal of geographical information science,2.0,['Computer Science'],['Computer Science'],2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition,2017.0,10.1109/cvpr.2018.00377,27.0,Article,2020.0,10.1080/13658816.2018.1542697,,3.0
[],[],journal of information science,2.0,['Computer Science'],['Computer Science'],J. Web Semant.,2018.0,10.1016/j.websem.2018.06.003,30.0,Article; Early Access,2022.0,10.1177/01655515221110990,,4.0
[],[],international journal of information management,0.0,['Computer Science'],['Computer Science'],J. Web Semant.,2018.0,10.1016/j.websem.2018.06.003,1.0,Article,2021.0,10.1016/j.ijinfomgt.2020.102074,,3.0
[],[],journal of the association for information science and technology,2.0,['Computer Science'],['Computer Science'],,2018.0,10.18653/v1/n18-2042,39.0,Article,2021.0,10.1002/asi.24414,,3.0
"['Domain Adaptation', 'Face Recognition', 'Image Classification', 'object-detection', 'Object Detection', 'Semantic Segmentation']",[],data technologies and applications,2.0,['Computer Science'],['Computer Science'],Neurocomputing,2018.0,10.1016/j.neucom.2018.05.083,52.0,Article,2021.0,10.1108/dta-06-2020-0126,,3.0
"['Explainable artificial intelligence', 'Philosophy']",[],ethics and information technology,0.0,['Computer Science'],['Psychology'],Artif. Intell.,2017.0,10.1016/j.artint.2018.07.007,22.0,Article,2022.0,10.1007/s10676-022-09670-x,,5.0
"['Explainable artificial intelligence', 'Philosophy']",[],information processing & management,2.0,['Computer Science'],['Psychology'],Artif. Intell.,2017.0,10.1016/j.artint.2018.07.007,10.0,Article,2022.0,10.1016/j.ipm.2022.102988,,5.0
"['Explainable artificial intelligence', 'Philosophy']",[],mis quarterly executive,0.0,['Computer Science'],['Psychology'],Artif. Intell.,2017.0,10.1016/j.artint.2018.07.007,23.0,Editorial Material,2022.0,10.17705/2msqe.00063,,5.0
"['Explainable artificial intelligence', 'Philosophy']",[],ethics and information technology,0.0,['Computer Science'],['Psychology'],Artif. Intell.,2017.0,10.1016/j.artint.2018.07.007,22.0,Article,2022.0,10.1007/s10676-022-09624-3,,5.0
"['Explainable artificial intelligence', 'Philosophy']",[],information technology and libraries,1.0,['Computer Science'],['Psychology'],Artif. Intell.,2017.0,10.1016/j.artint.2018.07.007,62.0,Article,2022.0,10.6017/ital.v41i2.14683,,5.0
"['Explainable artificial intelligence', 'Philosophy']",[],journal of global information management,2.0,['Computer Science'],['Psychology'],Artif. Intell.,2017.0,10.1016/j.artint.2018.07.007,57.0,Article,2021.0,10.4018/jgim.20211101.oa3,,4.0
"['Explainable artificial intelligence', 'Philosophy']",[],government information quarterly,0.0,['Computer Science'],['Psychology'],Artif. Intell.,2017.0,10.1016/j.artint.2018.07.007,8.0,Article,2021.0,10.1016/j.giq.2021.101578,,4.0
"['Explainable artificial intelligence', 'Philosophy']",[],telematics and informatics,0.0,['Computer Science'],['Psychology'],Artif. Intell.,2017.0,10.1016/j.artint.2018.07.007,11.0,Article,2021.0,10.1016/j.tele.2021.101628,,4.0
"['Explainable artificial intelligence', 'Philosophy']",[],international journal of information management,0.0,['Computer Science'],['Psychology'],Artif. Intell.,2017.0,10.1016/j.artint.2018.07.007,1.0,Article,2021.0,10.1016/j.ijinfomgt.2019.08.002,,4.0
"['Explainable artificial intelligence', 'Philosophy']",[],journal of the association for information systems,0.0,['Computer Science'],['Psychology'],Artif. Intell.,2017.0,10.1016/j.artint.2018.07.007,16.0,Article,2021.0,10.17705/1jais.00664,,4.0
"['Explainable artificial intelligence', 'Philosophy']",[],social science computer review,0.0,['Computer Science'],['Psychology'],Artif. Intell.,2017.0,10.1016/j.artint.2018.07.007,19.0,Article,2022.0,10.1177/0894439320980118,,5.0
"['Explainable artificial intelligence', 'Philosophy']",[],ethics and information technology,0.0,['Computer Science'],['Psychology'],Artif. Intell.,2017.0,10.1016/j.artint.2018.07.007,22.0,Article,2021.0,10.1007/s10676-020-09564-w,,4.0
[],[],information processing & management,2.0,"['Computer Science', 'Medicine']",['Computer Science'],IEEE Transactions on Pattern Analysis and Machine Intelligence,2018.0,10.1109/tpami.2018.2794348,10.0,Article,2022.0,10.1016/j.ipm.2022.103003,,4.0
"['Adversarial Text', 'General Classification', 'Sentiment Analysis', 'Spam detection', 'text-classification', 'Text Classification']",[],journal of management information systems,0.0,['Computer Science'],['Computer Science'],2018 IEEE Security and Privacy Workshops (SPW),2018.0,10.1109/spw.2018.00016,4.0,Article,2022.0,10.1080/07421222.2022.2063549,,4.0
[],"['Convolution', 'Kaiming Initialization', 'Batch Normalization', 'ReLU', 'Max Pooling', 'Softmax', 'SegNet']",journal of knowledge management,0.0,['Computer Science'],['Computer Science'],IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,2018.0,10.1109/jstars.2018.2835377,3.0,Article,2022.0,10.1108/jkm-12-2020-0887,,4.0
[],"['Convolution', 'Kaiming Initialization', 'Batch Normalization', 'ReLU', 'Max Pooling', 'Softmax', 'SegNet']",libri-international journal of libraries and information studies,1.0,['Computer Science'],['Computer Science'],IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing,2018.0,10.1109/jstars.2018.2835377,73.0,Article,2020.0,10.1515/libri-2019-0034,,2.0
"['Abstractive Text Summarization', 'Text Summarization', 'Unsupervised Extractive Summarization']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],,2018.0,10.18653/v1/n18-2097,10.0,Article,2022.0,10.1016/j.ipm.2022.102913,,4.0
"['Abstractive Text Summarization', 'Text Summarization', 'Unsupervised Extractive Summarization']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],,2018.0,10.18653/v1/n18-2097,10.0,Article,2022.0,10.1016/j.ipm.2022.103069,,4.0
"['Language Modelling', 'Sequential Image Classification', 'Skeleton Based Action Recognition']","['Sigmoid Activation', 'Tanh Activation', 'LSTM']",information processing & management,2.0,['Computer Science'],['Computer Science'],2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition,2018.0,10.1109/cvpr.2018.00572,10.0,Article,2022.0,10.1016/j.ipm.2022.102950,,4.0
"['Language Modelling', 'Sequential Image Classification', 'Skeleton Based Action Recognition']","['Sigmoid Activation', 'Tanh Activation', 'LSTM']",journal of global information management,2.0,['Computer Science'],['Computer Science'],2018 IEEE/CVF Conference on Computer Vision and Pattern Recognition,2018.0,10.1109/cvpr.2018.00572,57.0,Article,2022.0,10.4018/jgim.289220,,4.0
[],[],journal of information science,2.0,['Computer Science'],['Computer Science'],2019 IEEE International Conference on Image Processing (ICIP),2018.0,10.1109/icip.2019.8803055,30.0,Article; Early Access,2022.0,10.1177/01655515221093031,,4.0
"['Image Captioning', 'Saliency Prediction']",[],journal of information science,2.0,['Computer Science'],['Computer Science'],"ACM Transactions on Multimedia Computing, Communications, and Applications (TOMM)",2017.0,10.1145/3177745,30.0,Article,2019.0,10.1177/0165551518819964,,2.0
"['Recommendation Systems', 'Retrieval']",[],information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],Proceedings of the 24th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,2018.0,10.1145/3219819.3219826,10.0,Article,2022.0,10.1016/j.ipm.2022.102982,,4.0
"['Aspect-Based Sentiment Analysis (ABSA)', 'Sentiment Analysis', 'Term Extraction']","['Sigmoid Activation', 'Tanh Activation', 'CRF', 'LSTM', 'BiLSTM']",information processing & management,2.0,['Computer Science'],['Computer Science'],"IEEE/ACM Transactions on Audio, Speech, and Language Processing",2018.0,10.1109/taslp.2019.2913094,10.0,Article,2021.0,10.1016/j.ipm.2021.102729,,3.0
"['Natural Language Inference', 'Semantic Textual Similarity', 'Sentence Embedding', 'Sentence-Embedding', 'Sentence Embeddings', 'Sentence Similarity', 'STS', 'Word Embeddings']",[],journal of information science,2.0,['Computer Science'],['Computer Science'],Inf. Process. Manag.,2018.0,10.1016/j.ipm.2019.102090,30.0,Article; Early Access,2022.0,10.1177/01655515221096331,,4.0
"['Natural Language Inference', 'Semantic Textual Similarity', 'Sentence Embedding', 'Sentence-Embedding', 'Sentence Embeddings', 'Sentence Similarity', 'STS', 'Word Embeddings']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Inf. Process. Manag.,2018.0,10.1016/j.ipm.2019.102090,10.0,Article,2021.0,10.1016/j.ipm.2020.102422,,3.0
"['Natural Language Inference', 'Semantic Textual Similarity', 'Sentence Embedding', 'Sentence-Embedding', 'Sentence Embeddings', 'Sentence Similarity', 'STS', 'Word Embeddings']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Inf. Process. Manag.,2018.0,10.1016/j.ipm.2019.102090,10.0,Article,2020.0,10.1016/j.ipm.2020.102341,,2.0
"['Natural Language Inference', 'Semantic Textual Similarity', 'Sentence Embedding', 'Sentence-Embedding', 'Sentence Embeddings', 'Sentence Similarity', 'STS', 'Word Embeddings']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Inf. Process. Manag.,2018.0,10.1016/j.ipm.2019.102090,10.0,Article,2020.0,10.1016/j.ipm.2020.102362,,2.0
"['Natural Language Inference', 'Semantic Textual Similarity', 'Sentence Embedding', 'Sentence-Embedding', 'Sentence Embeddings', 'Sentence Similarity', 'STS', 'Word Embeddings']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Inf. Process. Manag.,2018.0,10.1016/j.ipm.2019.102090,10.0,Article,2020.0,10.1016/j.ipm.2020.102258,,2.0
"['Document Summarization', 'Extractive Document Summarization', 'Extractive Text Summarization', 'Representation Learning', 'Text Summarization']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],IEEE Access,2018.0,10.1109/access.2018.2829199,10.0,Article,2020.0,10.1016/j.ipm.2020.102264,,2.0
[],[],journal of the american medical informatics association,0.0,"['Computer Science', 'Biology', 'Medicine', 'Mathematics']",['Biology'],BMC Medical Genomics,2018.0,10.1186/s12920-018-0460-9,21.0,Article,2021.0,10.1093/jamia/ocaa212,,3.0
['General Classification'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2018.0,10.1016/j.patcog.2019.03.008,10.0,Article,2022.0,10.1016/j.ipm.2021.102782,,4.0
"['Click-Through Rate Prediction', 'Collaborative Filtering', 'News Recommendation', 'Recommendation Systems']",[],information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],Proceedings of the 27th ACM International Conference on Information and Knowledge Management,2018.0,10.1145/3269206.3271739,10.0,Article,2020.0,10.1016/j.ipm.2020.102337,,2.0
"['Click-Through Rate Prediction', 'Collaborative Filtering', 'News Recommendation', 'Recommendation Systems']",[],information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],Proceedings of the 27th ACM International Conference on Information and Knowledge Management,2018.0,10.1145/3269206.3271739,10.0,Article,2022.0,10.1016/j.ipm.2022.103067,,4.0
['BIG-bench Machine Learning'],[],libri-international journal of libraries and information studies,1.0,['Computer Science'],['Computer Science'],Communications of the ACM,2018.0,10.1145/3458723,73.0,Article,2021.0,10.1515/libri-2021-0095,,3.0
['BIG-bench Machine Learning'],[],journal of the association for information science and technology,2.0,['Computer Science'],['Computer Science'],Communications of the ACM,2018.0,10.1145/3458723,39.0,Article,2020.0,10.1002/asi.24244,,2.0
"['Aspect-Based Sentiment Analysis (ABSA)', 'Sentiment Analysis']","['Sigmoid Activation', 'Tanh Activation', 'LSTM']",information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2018.0,10.18653/v1/p18-1234,10.0,Article,2021.0,10.1016/j.ipm.2021.102599,,3.0
['General Classification'],['Softmax'],journal of the american medical informatics association,0.0,"['Computer Science', 'Mathematics', 'Medicine']",['Computer Science'],Medical Image Analysis,2017.0,10.1016/j.media.2018.12.007,21.0,Article,2021.0,10.1093/jamia/ocaa209,,4.0
"['Anomaly Detection', 'Semi-supervised Anomaly Detection', 'supervised anomaly detection']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2018.0,10.1007/978-3-030-20893-6_39,10.0,Article,2022.0,10.1016/j.ipm.2022.102983,,4.0
"['Anomaly Detection', 'Semi-supervised Anomaly Detection', 'supervised anomaly detection']",[],journal of the american medical informatics association,0.0,['Computer Science'],['Computer Science'],ArXiv,2018.0,10.1007/978-3-030-20893-6_39,21.0,Article,2021.0,10.1093/jamia/ocab071,,3.0
"['Classification', 'General Classification', 'Relation Classification']",[],knowledge management research & practice,2.0,"['Computer Science', 'Medicine']",['Computer Science'],Artificial intelligence in medicine,2018.0,10.1016/j.artmed.2018.05.001,36.0,Article; Early Access,2020.0,10.1080/14778238.2020.1834886,,2.0
"['Classification', 'General Classification', 'Relation Classification']",[],journal of the american medical informatics association,0.0,"['Computer Science', 'Medicine']",['Computer Science'],Artificial intelligence in medicine,2018.0,10.1016/j.artmed.2018.05.001,21.0,Article,2020.0,10.1093/jamia/ocaa205,,2.0
"['General Classification', 'regression']",[],journal of the american medical informatics association,0.0,"['Mathematics', 'Computer Science']",['Computer Science'],Journal of Statistical Software,2015.0,10.18637/jss.v077.i01,21.0,Article,2021.0,10.1093/jamia/ocab218,,6.0
"['General Classification', 'regression']",[],journal of the american medical informatics association,0.0,"['Mathematics', 'Computer Science']",['Computer Science'],Journal of Statistical Software,2015.0,10.18637/jss.v077.i01,21.0,Article,2021.0,10.1093/jamia/ocab068,,6.0
"['General Classification', 'regression']",[],social science computer review,0.0,"['Mathematics', 'Computer Science']",['Computer Science'],Journal of Statistical Software,2015.0,10.18637/jss.v077.i01,19.0,Article,2021.0,10.1177/0894439320971233,,6.0
"['General Classification', 'regression']",[],international journal of geographical information science,2.0,"['Mathematics', 'Computer Science']",['Computer Science'],Journal of Statistical Software,2015.0,10.18637/jss.v077.i01,27.0,Article,2019.0,10.1080/13658816.2019.1579333,,4.0
"['General Classification', 'regression']",[],journal of the american medical informatics association,0.0,"['Mathematics', 'Computer Science']",['Computer Science'],Journal of Statistical Software,2015.0,10.18637/jss.v077.i01,21.0,Article,2018.0,10.1093/jamia/ocy075,,3.0
